,Entity,superregion2,iso3,Fruits,Non-starchy vegetables,Potatoes,Other starchy vegetables,Beans and legumes,Nuts and seeds,Refined grains,Whole grains,Total processed meats,Unprocessed red meats,Total seafoods,Eggs,Cheese,Yoghurt (including fermented milk),Sugar-sweetened beverages,Fruit juices,Coffee,Tea,Total carbohydrates,Total protein,Saturated fat,Monounsaturated fatty acids,Total omega-6 fat,Seafood omega-3 fat,Plant omega-3 fat,Dietary fiber,Added sugars,Calcium,Dietary sodium,Iodine,Iron,Magnesium,Potassium,Selenium,Vitamin A w/ supplements,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B6,Vitamin B9 (Folate),Vitamin B12,Vitamin C,Vitamin D,Vitamin E,Zinc,Total Milk,Year,Diabetes prevalence (% of population ages 20 to 79),Continent,ObesityRate,Population (2021),Gross National Income Per Capita (2021),Unit,Supply_ All food groups,Supply_ All food groups (excluding beverages),Supply_ Cereals and their products,"Supply_ Roots, tubers, plantains and their products","Supply_ Pulses, seeds and nuts and their products",Supply_ Milk and milk products,Supply_ Eggs and their products,"Supply_ Fish, shellfish and their products",Supply_ Meat and meat products,Supply_ Vegetables and their products,Supply_ Fruits and their products,Supply_ Fats and oils,Supply_ Sweets and sugars,Supply_ Spices and condiments,Supply_ Beverages,Supply_ Foods for particular nutritional uses,Supply_ Miscellaneous
103,Latvia,FSU,LVA,59.10109465,233.3223578,102.5795981,52.11684961,9.97394437,6.767210855,35.02668578,71.99656278,59.72484511,203.228214,34.99258706,30.82222632,37.62494661,98.23293054,42.26261942,20.12488519,2.330798156,0.536089398,47.23231375,80.28616755,14.8896754,12.72486041,2.60857228,938.5596996,808.4441859,33.13588336,12.85125665,823.0964946,3067.011395,112.2385526,15.92738545,249.8501324,3067.718618,25.34552438,1345.314123,1.203321416,1.549711344,26.57881462,1.861302386,239.1407581,3.94138816,82.83329166,4.426717921,9.938423937,9.438981272,154.0063562,2021,5.9,Europe,24,1873919,32803.23423,kcal/cap/d,3278,6359,784,114,46,362,44,60,337,57,88,711,450,7,198,3,17
104,Morocco,MENA,MAR,96.23003144,165.8869594,60.92191173,36.56708238,38.51054229,15.2468446,551.4063595,23.91295457,26.19375686,26.30471845,35.46827544,32.16969725,6.962424227,53.15394871,193.8305781,22.80703225,0.57228803,1.08809127,55.83341332,67.26331356,8.02133136,14.18927563,2.477557126,75.74523782,804.6758057,43.77140964,13.22804463,574.2107468,2501.73267,64.13756062,13.65937422,292.3045621,2319.90153,110.3666613,1004.925318,0.884259823,1.23941301,25.85112429,1.456275846,263.5986018,5.47070341,93.71171817,2.183991995,6.073034828,6.925875536,133.2157274,2021,9.1,Africa,21.26,37076584,7302.81917,kcal/cap/d,3383,6748,1917,64,128,83,31,38,152,64,174,356,340,17,18,1,0
105,Moldova,FSU,MDA,98.3100922,90.34267663,69.90055411,46.26298169,112.7354327,16.52689407,124.9279183,61.47747595,67.87552843,92.91379721,29.54229136,28.74692166,36.60549024,77.34664799,25.16141511,30.9247123,1.786705257,0.697650091,49.85633502,46.99887486,11.22710125,19.08709464,2.626500068,625.4241796,831.7936361,12.89801408,1.025643478,639.9907702,2740.943993,103.9059595,13.57964721,199.1974319,2075.650432,25.79555692,594.6758395,1.003127198,1.384201191,20.60173971,1.678779767,209.1649684,3.757016561,74.15452152,3.745042362,12.59750967,5.145180209,101.9930981,2021,5.6,Europe,22.98,3061506,14875.33189,kcal/cap/d,3021,5800,889,120,129,220,41,28,302,74,132,430,375,2,242,3,34
106,Madagascar,SSA,MDG,89.63510645,166.4287108,23.54543723,34.87738079,8.100179638,0.848181998,332.6831568,23.54127646,6.710734417,27.11728159,40.13377049,3.567087963,1.285511174,4.825025084,135.3255574,7.35449718,0.377737688,0.504319129,65.08997804,25.98135328,6.580382006,4.577688742,2.415671369,17.44696834,272.6994503,5.514340938,1.027390408,269.3025387,1791.188593,76.95904175,6.822718667,140.7425331,1703.317607,93.83034065,1250.496295,0.799514751,1.015596302,4.729297303,0.913272825,191.629039,2.168214456,101.9892755,2.450461691,8.270518387,4.70963717,32.96138205,2021,4.6,Africa,3.99,28915653,1483.520983,kcal/cap/d,1979,3951,1240,321,20,35,2,7,27,11,55,79,172,2,7,0,2
107,Maldives,SAARC,MDV,230.4461371,177.7989238,52.59547269,33.89745085,28.41786451,14.94595959,454.9724174,143.0390002,15.98111983,29.90365905,40.3678959,15.98993719,3.347375535,19.65859377,126.7762586,3.077993423,1.866566693,0.656160908,67.12232458,93.5053669,6.681227547,7.39113671,2.525633188,1022.400911,735.2703131,62.38189984,9.520736174,509.3344781,3220.872728,158.6553227,8.555340899,327.5212892,2069.661695,124.3013843,875.5709706,1.340991433,0.955511992,18.31947761,1.307301949,152.4370345,2.148491412,47.68884314,2.835466316,12.98362376,7.831426667,166.4009678,2021,9.2,Asia,16.57,521457,15448.12788,kcal/cap/d,2593,5097,971,51,152,208,56,163,113,75,75,188,355,37,90,2,59
108,Mexico,LAC,MEX,149.8423058,194.0490178,17.0223936,203.3413432,40.55712048,1.873770488,83.60109403,4.660909448,18.33942297,47.12591795,7.86556021,36.52300332,13.74733231,17.99155281,321.2831506,9.193532218,0.386161048,0.479591896,56.69513662,68.57361484,10.76697008,10.28161115,2.358696449,47.34558547,354.6412681,9.698597854,15.78672159,915.6499508,2434.247496,176.5424806,14.55910218,337.9192842,2115.568713,86.94883209,801.1821949,1.226685926,1.368466503,13.59140853,1.265496835,341.88474,2.798008557,101.636138,2.469950088,5.836033053,5.597301439,205.9978027,2021,16.9,North America,35.35,126705138,17896.29498,kcal/cap/d,3279,6448,1331,37,117,195,75,27,362,41,150,404,413,15,109,0,3
109,Marshall Islands,Asia,MHL,112.4361816,186.0808096,15.78266024,22.17755658,40.62984137,3.447130874,563.2909343,12.42983465,13.82192078,34.22237493,49.26639183,23.73587345,2.320948716,8.295664986,130.7050263,10.02711234,0.256592032,0.71875294,58.14820401,75.68427136,14.45965124,9.065165803,2.599904693,688.8282701,1006.337877,12.3584675,12.83512741,534.6258737,2733.888845,87.85515614,9.454748287,243.3611067,2549.755368,115.3431555,1086.055547,1.133949617,1.339279789,15.42120415,1.261871621,229.8565641,3.365411435,72.35644012,0.405684236,25.1791014,8.017354125,67.93931016,2021,23,Oceania,45.48,42050,4619.535393,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110,North Macedonia,FSU,MKD,91.93945662,150.8116684,146.2493599,31.05752229,21.29422147,12.04094236,221.5421464,49.91745347,62.71824703,51.72505958,25.33790253,15.29217656,32.13316357,80.32725564,246.0267517,27.15133332,1.353021669,0.670239861,49.30130009,88.77943224,11.5427066,13.35347289,2.656198796,480.3039647,1031.172568,35.47638878,22.98324339,836.4925484,2840.074498,89.58970049,10.47911748,307.2288316,3010.014764,24.57882992,1562.333756,1.064415409,1.43298355,28.35435503,2.267943806,296.0787739,3.808188866,163.0736012,4.260265339,9.845635661,6.295140373,197.7891853,2021,6.1,Europe,26.93,2103330,15917.75283,kcal/cap/d,3164,6204,938,138,116,247,13,13,214,186,134,521,474,17,125,2,26
111,Mali,SSA,MLI,70.01964596,91.03755265,24.62130627,31.88150401,15.03982362,12.91247917,180.09978,56.8680979,11.41604876,20.4346333,53.05352909,3.986394425,0.747248515,6.217629648,61.92836562,17.31314577,0.216877926,0.52047413,62.52587414,63.8555903,8.8643515,13.51993142,2.636667989,64.45753635,695.9331951,48.82287348,0.512773734,525.8305095,1928.02998,72.4106518,10.5560432,352.5503861,1993.301298,89.02304321,1041.650318,1.028386178,1.351166851,15.82711271,1.525412051,226.5797645,2.214219354,92.40969792,3.98297098,11.20553962,10.48410504,75.74389953,2021,2.1,Africa,10.9,21904983,2132.629443,kcal/cap/d,2735,5438,1919,80,144,88,1,13,37,74,123,125,85,8,31,1,6
112,Malta,HIC,MLT,132.7766195,90.03508959,35.01154954,23.21339939,3.67993134,6.576766199,353.1470712,86.0302776,37.72818439,61.9711007,40.63962751,12.47108915,20.84773286,56.69416526,225.7701106,81.0765111,1.554557177,0.675103819,49.23570629,84.65845751,13.59597623,12.3209284,2.619028806,388.0396459,1059.373488,23.35702292,19.45912737,1003.67243,2580.378768,188.6410852,9.636179161,294.8936372,2862.261208,96.39683727,537.142599,1.261691904,1.786694016,27.62201326,1.690068354,205.1182602,4.515568064,62.6322199,3.599421507,10.64310479,9.035679607,220.9497094,2021,8,Europe,32.04,526748,38884.45623,kcal/cap/d,3337,6502,926,61,70,332,45,63,289,87,115,539,631,4,172,3,0
113,Myanmar,Asia,MMR,79.47381823,174.1751986,7.709139165,31.50247816,25.56920749,4.659753122,442.7986338,22.88233248,39.67583464,102.6559947,129.2701989,45.13875813,1.427919458,8.192569652,129.7377784,8.816136955,2.227019375,1.012330367,59.86867034,75.24055929,13.24991503,8.167484168,2.610357114,763.8965607,1139.084618,18.40297783,7.402811311,523.7904127,2848.706844,103.0043714,9.05617907,242.4521568,2561.354563,115.9468012,617.9955743,1.123127729,1.323157318,15.49731086,1.278795755,232.7517398,3.155063044,70.72234624,4.257327723,17.3924856,8.416419887,84.87868278,2021,7.1,Asia,7.16,53798084,3850.524234,kcal/cap/d,2820,5628,1743,78,268,26,7,90,97,75,30,180,197,16,12,1,2
114,Montenegro,FSU,MNE,245.3902623,135.5201471,318.8869808,39.61372548,30.52437322,11.29678669,101.7356706,192.0978704,65.11474276,205.5501179,53.31374726,29.65191236,33.74035484,99.82526857,75.71066346,20.05641633,1.758974765,0.710447326,48.89821735,128.6970948,12.6891746,9.198202227,2.578803429,442.4342387,739.4822679,60.36216271,20.43937921,1163.39174,3160.165603,105.330853,11.2898306,480.316344,3580.754587,26.40748328,1696.156221,1.233412163,1.627615841,35.17627743,2.606598496,305.9167405,3.981487538,233.4053985,5.483311516,11.16837911,8.954187534,432.9012373,2021,9.1,Europe,17.62,627859,20838.80129,kcal/cap/d,3556,6872,986,74,95,605,37,29,472,67,131,284,483,3,240,3,48
115,Mongolia,FSU,MNG,48.70778983,171.1995573,148.8862082,17.15938616,28.47104741,2.161197695,212.7792555,100.8398601,120.7164228,82.09038136,16.51750315,103.4175856,48.78378778,64.56834174,119.5494226,45.00705686,2.051604727,1.003494145,49.0891037,86.70218133,13.38805083,16.15694397,2.534032906,17.31732131,550.1371248,22.64916815,3.029402311,774.2689377,3830.689219,74.11764027,13.48513607,231.5978237,1786.482823,19.32717514,1157.912774,1.028983851,1.280945656,28.06365616,1.99467068,146.6404627,4.007108029,136.8085944,3.907637784,13.98543749,19.44557925,154.1069198,2021,6.9,Asia,23.45,3347782,10588.22532,kcal/cap/d,3052,5908,944,91,23,351,24,3,639,50,30,343,327,1,196,2,30
116,Mozambique,SSA,MOZ,102.2970582,138.5449063,9.87943568,46.06195719,31.0277015,10.5527635,242.2490727,17.19795589,5.219318277,19.81854593,40.08587875,12.40094982,0.858840343,3.669802623,68.85700135,9.84266264,0.199975315,0.715374274,61.64522851,48.09470673,7.451519736,4.889662802,2.572433744,70.41733076,713.2505068,31.95056017,10.23874081,364.9640031,1512.983106,89.00285343,12.92650482,394.4915595,2613.000623,100.7426436,2954.565498,1.094152339,0.674969582,7.136778971,1.134352136,262.050993,1.793007366,196.4024288,1.807748955,8.460850468,6.24847902,25.79630842,2021,3.3,Africa,9.73,32077072,1198.073924,kcal/cap/d,2172,4325,1003,546,81,3,5,26,52,24,42,227,135,1,18,1,7
117,Mauritania,SSA,MRT,34.82230986,223.3848941,24.18275726,19.94959424,19.52045883,1.818337486,307.1680699,26.13738291,44.50188694,18.51122331,33.87848684,10.29301294,1.16282153,12.176133,295.5823254,21.63741189,0.199928507,1.261378556,60.32820066,55.30204355,11.87244726,12.30987725,2.632202961,90.28087836,511.8771477,49.58163938,15.30023908,487.1144255,1895.505404,98.66777934,7.40108417,251.4536399,1451.109549,91.27405865,1253.298575,1.020091489,1.290777882,13.71188667,1.38335314,193.630074,2.380697326,77.87120281,4.405262684,8.813576912,7.411422604,64.84947946,2021,2.1,Africa,21.94,4614974,5075.305711,kcal/cap/d,2972,5936,1562,25,96,235,6,17,161,43,41,271,490,4,8,1,13
118,Mauritius,SSA,MUS,76.75791156,182.7512975,47.4770458,43.94806062,38.48909316,8.972433875,166.7792486,74.99240662,37.97876315,45.33274402,46.98321078,18.48911339,1.026416675,22.9551491,672.852564,19.32419247,0.511695392,0.733778069,57.41326877,77.54488669,9.626698474,11.23475501,2.783629435,693.4935435,1396.202649,54.69705974,14.41224176,514.6356059,1930.397359,149.7638495,11.2956774,310.5995932,1787.706081,98.46119643,1057.014349,1.132882424,1.128521405,20.72624557,1.779976291,229.8174349,2.480810719,101.7350578,4.902478042,8.464255679,8.390864128,72.09057741,2021,22.6,Africa,18.87,1298915,22025.34631,kcal/cap/d,3063,6053,1172,50,120,148,23,57,232,60,51,543,474,24,74,7,31
119,Malawi,SSA,MWI,113.6981392,173.9504342,69.07412505,34.66770296,24.60290461,7.852570644,299.4808785,62.30275915,6.953901879,14.00786609,37.55318689,4.66932894,0.475323077,3.334895793,33.40732294,9.414916096,0.638026757,0.537012594,64.09670451,64.64005504,5.760085251,18.29760339,2.569289411,97.17558708,722.7293877,18.10364234,0.519174143,473.1407141,1164.731159,80.62956127,21.76609177,341.7251166,2996.299133,93.91271586,846.8971472,1.145567538,1.124595579,16.25215025,1.529172942,309.0625514,2.038493096,96.08769996,2.308686406,11.71565187,6.211391791,25.18711571,2021,7.3,Africa,7.33,19889742,1465.635064,kcal/cap/d,2635,5244,1369,447,158,22,3,20,155,57,182,133,60,1,26,0,2
120,Malaysia,Asia,MYS,106.5029428,163.5113513,37.37143074,15.54027077,25.41994057,57.95160874,532.4992396,18.32332,17.55517052,20.79496655,90.91770909,24.88305894,2.489945803,8.81891319,94.52899127,22.58935838,0.13132547,0.417616365,55.58882218,64.43816803,12.28601646,11.08567105,2.547583748,611.27728,2681.490957,21.63606401,6.933846785,554.1154652,2898.91114,68.42266097,17.27529427,150.3909878,1685.981962,122.9897935,609.3771326,1.184789679,1.778451468,13.46048411,1.222968979,186.7139738,1.907851874,66.71780999,3.164134351,13.05911783,6.347628001,30.08441,2021,19,Asia,21.43,33573874,26657.94355,kcal/cap/d,2965,5912,1094,47,74,87,60,95,270,62,55,585,441,59,17,17,0
121,Namibia,SSA,NAM,255.0143907,151.4183546,40.8740953,31.3702247,12.6126327,8.237051788,188.0168551,54.08336799,8.438450084,24.81668692,23.23657079,10.522442,4.677870641,10.06175931,414.2847531,17.08217088,0.325793763,0.881506096,57.91302007,59.22072443,8.298218501,13.52782801,2.603260145,99.72651733,546.2762262,37.1633968,9.519702498,463.2113389,1949.567662,90.17436077,23.29815575,320.2795723,1828.690019,97.68289546,712.3178972,1.1485683,1.223672925,13.31165742,1.377567084,224.4157094,2.372837327,81.06455729,3.395584671,9.122766059,6.326181243,69.01670261,2021,6.7,Africa,16.6,2530151,8633.504452,kcal/cap/d,2565,4910,929,287,80,122,3,23,182,20,28,287,338,13,221,3,30
122,Niger,SSA,NER,63.56205479,98.53130694,287.6794988,195.653467,28.94167927,16.33391732,568.7227523,52.1259874,4.289626913,3.770108293,6.012812506,2.552397796,0.80523374,11.59640872,0.003432518,11.89937416,0.200319716,0.526374478,62.83238267,63.49445311,8.759962502,13.16719295,2.639876011,23.69717451,975.7703348,28.5744067,1.37e-65,426.7674173,1892.578727,55.18447019,14.53937228,425.6571565,2487.27122,83.97240547,286.8429123,1.172927147,1.325013876,15.93534721,1.455983803,421.9548399,2.000576843,75.21306165,3.602716137,11.58410047,15.31330416,53.96850069,2021,5.2,Africa,5.7,25252722,1239.866936,kcal/cap/d,2539,5075,1301,101,642,78,1,4,40,96,45,158,61,6,2,0,4
123,Nigeria,SSA,NGA,35.12588502,92.80325586,45.18030308,23.53927844,19.92834105,10.87698467,192.534923,57.90333098,6.781244485,20.30739919,33.34355683,4.623476345,1.034516095,5.590941112,129.9806309,6.891808922,0.201550005,0.469747452,61.92577703,46.83519665,9.449769592,12.01840006,2.577131193,76.45180789,631.9494996,17.21966461,1.418195507,419.7607874,1997.914676,106.0739732,11.2674498,298.0441269,3635.764837,98.51269188,2623.86003,1.246273288,1.229772017,13.93256725,1.412954926,330.493015,2.140846732,78.61713597,1.789727063,11.10221757,9.51259654,30.85885422,2021,3.6,Africa,11.89,213401323,4790.284425,kcal/cap/d,2504,4990,1014,663,236,12,9,16,36,50,49,282,100,16,17,0,2
124,Nicaragua,LAC,NIC,156.5097627,272.8506532,20.3900953,84.57341223,28.34384289,5.834544134,229.8024045,29.49453803,49.88253333,37.59320534,17.85499114,26.4110545,7.250184416,16.3649942,420.9474406,28.92375132,0.210314567,0.536414978,59.43340886,64.05161851,7.99083402,11.99742615,2.595264183,33.50016194,778.4388967,10.96166973,14.85442493,830.7939619,2396.957098,128.3507382,9.067684288,305.4256942,1797.549938,107.7366876,1023.579858,1.209568582,1.203544715,19.72806621,1.379962003,387.9864189,3.096444124,103.7146932,2.677960949,6.016951577,7.447932377,105.9383217,2021,9.3,North America,33.01,6850540,5624.793595,kcal/cap/d,2654,5248,1265,104,145,209,16,10,134,25,14,232,413,1,60,6,19
125,Netherlands,HIC,NLD,106.2409303,117.2664498,40.08629327,2.857722414,5.316464138,4.353449015,84.83310848,84.52550165,22.55257158,45.39743019,12.89674669,9.532645114,30.21873583,148.123895,109.7197654,52.78433018,1.155523498,0.853678195,45.81576684,99.36556444,13.50626625,11.97977849,2.703051662,90.77662162,1268.142499,12.91939456,5.91567987,958.582372,1994.648597,141.952235,9.293544507,437.4954376,3070.373038,42.08511518,660.2958385,1.000209588,1.41957791,23.3797045,2.00764119,275.0076266,3.833658997,87.77555039,2.911606557,11.58696695,9.702401041,161.3167266,2021,4.5,Europe,14.44,17501696,55979.411,kcal/cap/d,3464,6732,775,120,105,573,70,34,340,96,158,595,388,15,197,NULL,NULL
126,Norway,HIC,NOR,82.28803979,131.8039954,37.45607465,40.1023006,1.07526023,3.491554608,13.5047286,31.0227478,27.45043049,85.11456347,62.4500939,18.43867013,35.46438788,57.90778193,75.31197832,19.18450749,0.500624115,0.654052806,47.85177078,97.44145923,13.55010427,12.97417543,2.615756167,843.7469812,1251.295046,16.94108181,12.21382105,701.9179719,2655.240868,183.4424105,11.1401055,292.7284889,2793.360323,95.81863463,859.137859,1.191714927,1.734913462,23.42835942,1.702228633,236.0590643,4.531415665,88.70225847,3.988946719,11.54289418,9.95438024,198.5701449,2021,3.6,Europe,18.84,5403021,64660.10622,kcal/cap/d,3511,6829,743,95,225,335,44,86,363,61,115,531,600,5,193,3,112
127,Nepal,SAARC,NPL,37.88534097,193.1310283,114.6692345,26.92082251,58.68854612,5.131846607,454.0540897,61.99642522,0.834273549,12.17515511,8.330455986,5.487959768,0.440611101,5.798662662,58.1902929,1.492472287,0.731096704,0.676951211,77.57654116,49.45691687,2.793936793,3.958580413,2.326289561,52.5058697,843.639181,48.94449163,4.79125303,364.1193126,3066.043925,102.2340226,8.908850095,474.6715165,1742.263517,89.17146083,406.7789157,0.778883556,0.598684185,12.12903918,1.399775665,202.5971281,1.156518621,41.0579023,0.617962517,2.837096018,9.063653233,50.68466141,2021,8.7,Asia,6.55,30034989,3877.315444,kcal/cap/d,2946,5853,1651,171,157,115,8,7,69,113,74,351,133,55,39,0,2
128,New Zealand,HIC,NZL,152.8819875,128.7572805,98.86241281,16.90600431,60.32172132,1.94653827,93.58880905,63.10004783,32.54666627,52.78802692,28.25844431,17.45967772,68.49102393,56.02107238,67.36526795,46.98201361,1.222874045,0.594477251,47.26919737,109.539439,15.86429226,15.20683434,2.6730664,282.3118624,985.1875816,18.27319367,14.90567387,626.7644381,2164.77506,180.9070651,11.45092083,360.6757842,3112.867813,86.39791394,1179.41935,1.208269723,1.938060281,20.72509895,1.840380619,283.0313452,4.613443089,88.52948035,3.187165867,8.676231226,14.04500986,205.4680067,2021,6.2,Oceania,33.17,5129727,44057.31394,kcal/cap/d,3133,6139,818,111,130,113,40,41,377,59,103,566,636,11,127,NULL,0
129,Oman,MENA,OMN,120.6111806,154.9220645,90.89657117,18.7542172,42.79990108,17.39498947,335.8494273,27.64507238,33.10893539,43.91856935,32.29797269,35.74475958,16.81965731,63.16028516,172.6502069,19.39407325,0.468960688,0.766751225,54.21473805,79.68215484,10.5143794,14.07803895,2.727899108,112.6467371,982.6918435,31.67668524,10.93013392,764.0160451,3371.370004,155.6605266,11.6640077,337.3578095,2945.325535,166.9856784,964.1578684,1.31964332,1.636934102,22.70346311,1.723500995,341.9328988,3.988493032,133.8573111,2.335020397,11.30520061,9.345947843,139.8886434,2021,13.8,Asia,30.48,4520471,27054.32505,kcal/cap/d,3045,6033,804,71,104,360,36,49,217,147,478,391,292,32,56,6,0
130,Pakistan,SAARC,PAK,33.93951646,88.11808195,54.03926405,16.60802856,11.04461847,3.125330694,366.8670186,80.51750339,6.295775534,27.88374349,4.393031373,12.56343413,0.712632586,5.95875933,188.5211411,2.258978807,0.680430817,0.672470978,67.78451226,41.44611367,9.142350464,6.040812984,2.58708482,24.33711035,657.4148272,16.2552204,14.94059686,427.8785537,3022.218913,106.378239,9.785248085,132.0303581,1117.948569,13.57991953,294.1649426,0.570230997,0.533225114,12.0897922,0.888570895,171.8591904,1.986859709,16.49095494,2.613121377,9.154781957,5.142900398,71.77852094,2021,30.8,Asia,21.85,231402117,4623.70543,kcal/cap/d,2486,4971,1139,36,59,328,13,4,82,26,55,442,290,12,1,0,0
131,Panama,LAC,PAN,130.9233641,151.2123618,31.97709893,43.09823758,64.19830984,15.8497928,321.8745273,33.91141457,50.2681303,75.62172883,24.93939038,13.77071663,10.27986796,21.71661129,496.018266,29.96149305,0.654493207,0.528245388,56.25171468,74.54589434,8.632228692,12.30241751,2.684426053,189.4910456,949.2455448,16.33274781,15.05745976,687.272733,2376.79637,130.0759779,17.72504942,225.0206251,1794.011537,110.2028658,769.0459899,1.232503658,1.478320041,18.99962898,1.299203139,267.6623721,3.390247783,85.68026118,2.727044283,6.316016838,8.80208739,118.488842,2021,8.2,North America,35.1,4351267,26956.83707,kcal/cap/d,3047,5930,1132,144,94,165,31,33,345,37,98,445,335,9,163,8,9
132,Peru,LAC,PER,227.7945508,95.64636246,18.92474318,87.96735131,33.56777046,7.266479317,257.7004898,34.52899423,33.31706267,108.4025837,42.92745167,27.73910836,23.03705558,10.09551077,222.4618085,17.17703765,0.323799045,0.538787107,58.20043848,78.95681543,7.320554428,15.44736226,2.57668553,157.5617019,576.276028,11.02919702,7.812221201,791.9126412,2343.159531,156.8490377,6.43886937,248.3178036,2444.026946,110.1672363,1609.459698,1.235620634,1.401645112,19.65051224,1.429792577,394.6464483,3.295376747,107.6438553,2.800177647,4.934444972,9.973202341,73.71978575,2021,4.8,South America,26.3,33715471,12245.89366,kcal/cap/d,2799,5506,1004,367,102,132,38,51,270,55,190,265,228,2,92,2,3
133,Philippines,Asia,PHL,84.87264827,110.2836376,2.520370651,28.88602884,9.165811392,0.404418074,317.1658147,52.74942976,45.44312275,25.14385637,24.57446383,18.95197632,0.65138371,4.952429009,144.7302162,18.46069796,0.969992222,0.566131581,63.87514683,73.36415788,22.91154807,12.6550043,2.410337404,529.6095154,485.5478096,7.878982204,9.987088861,627.6264434,2418.568116,99.05078374,20.75201572,196.538537,1462.285771,110.900947,458.1478356,0.69850479,0.805667395,27.54088758,1.255121833,145.7324214,3.352888919,68.94354375,3.466164251,15.50208915,3.344860296,95.71046479,2021,7.1,Asia,8.38,113880328,8920.428468,kcal/cap/d,2835,5576,1696,101,53,26,19,60,177,49,98,219,235,3,94,0,7
134,Papua New Guinea,Asia,PNG,3.850213287,81.91370883,0.700677828,123.8568091,5.072996841,0.084588295,219.697007,114.7891237,6.854585285,186.0637155,0.005462516,2.961999107,2.063394512,6.108999097,9.44e-05,35.69355217,0.590903611,1.010431238,59.47455191,66.08736303,14.4149709,8.826065573,2.594856271,1.650971814,791.7043787,3.496595689,1.32e-66,514.5461623,2666.522134,57.51633459,24.67198084,228.8617211,2410.494403,103.130608,72.74299233,1.093567877,1.268079645,14.6234733,1.209943789,215.8554063,2.323200099,67.27901755,0.680663675,23.58650294,7.910433562,8.440791386,2021,16.7,Oceania,20.07,9949437,4008.623573,kcal/cap/d,2205,4389,552,436,156,8,2,29,256,49,337,227,123,1,22,0,7
135,Poland,FSU,POL,234.9317527,178.6889872,199.1612023,1.55270925,2.861089158,3.647594325,204.705569,21.42354036,62.45828365,68.35272051,19.18574617,25.8135917,44.90866604,40.64256704,49.02912634,38.04732085,0.745305697,1.123954718,50.33953425,80.69462523,13.22846422,18.71508161,2.538377458,29.12040439,1737.699521,14.7469188,8.701572678,595.7342119,3126.721811,152.4695584,11.15296364,354.727766,3473.02107,25.87260257,1344.348084,1.340702411,1.70656141,20.03229847,2.088532716,295.7187605,3.768001766,96.10747692,3.82565927,12.01673526,10.56812772,141.3651614,2021,6.8,Europe,26.92,38307726,33033.96081,kcal/cap/d,3554,6927,1018,176,37,422,35,25,448,88,79,594,447,5,181,0,0
136,Portugal,HIC,PRT,420.8590654,161.1856088,110.2454329,18.84645512,11.76714656,2.987207576,127.133192,28.67905603,16.67805748,66.05981738,56.7409279,17.27672851,18.177132,66.20665651,99.37348416,6.384611658,0.452755573,0.839655016,47.80556211,88.09891699,9.64247181,11.85306445,2.667756393,945.5163359,1364.600027,16.69611435,5.420422651,776.9628212,3100.476419,186.2912369,10.54552637,283.2973571,3200.231338,91.53979267,1036.627579,1.332719611,1.631613079,19.72116382,1.93380936,223.0037635,3.977621001,99.68255941,3.631836945,9.269169029,9.954582943,189.2507853,2021,9.1,Europe,21.43,10290103,33154.53343,kcal/cap/d,3526,6790,879,114,72,292,36,83,430,76,207,734,333,4,262,0,3
137,Paraguay,LAC,PRY,93.87317078,67.73364251,80.50812587,48.64310809,16.36059411,6.053488927,127.7736731,29.36407126,30.56881321,132.2964122,11.8520607,28.92873428,23.02220734,12.34517325,341.0160617,29.42529472,0.159915918,0.833732561,55.71490211,78.30435756,9.538621461,9.599927241,2.77377166,87.68103919,1476.858151,11.2277789,8.625460002,702.5189794,2373.072828,167.1609028,20.95509502,169.5291225,2719.706646,101.1708841,1079.493684,1.287572249,1.324428584,15.09690894,1.017553064,394.0412705,3.362854982,71.10686294,2.250512971,5.159206688,7.604534647,79.04419059,2021,7.5,South America,32.08,6703799,12349.286,kcal/cap/d,3125,6100,1180,533,103,132,57,11,182,33,99,465,170,1,151,1,8
138,Palestine,MENA,PSE,106.1157504,139.347998,74.39055424,38.86063755,37.7613067,19.10378376,452.0399283,13.3065213,20.82069555,39.41133762,32.48642601,30.06429273,17.26959405,62.07828536,183.0133102,23.73595389,0.578595273,0.942804337,53.18343125,245.6540728,12.58161212,7.472164983,2.715769261,54.66321384,1000.828089,67.7125042,13.27272707,2791.64952,3665.379236,131.7482523,13.23623158,750.2330476,5862.087545,152.9519521,1444.835225,1.536573698,2.216669729,59.06342368,3.714397434,466.6211227,3.599411445,380.7024917,0.158869929,11.51024256,16.92716714,137.4975719,2021,9.2,Asia,37.28,0,0,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
